First,Last,Year,#,Asset,Asset Type,Owner,Value,Income Type,Income
ROY,BLUNT,2013,<td>11</td>,"<td class=""span4""><strong class=""marginit-right"">Mondelez Int Inc Vested Option</strong><div class=""muted""></div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$250,001 - $500,000</td>","<td>None, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2013,<td>12</td>,"<td class=""span4""><strong class=""marginit-right"">401-K Altria Group Stock</strong><div class=""muted""></div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$100,001 - $250,000</td>","<td>Dividends, </td>","<td>$2,501 - $5,000</td>"
ROY,BLUNT,2013,<td>13</td>,"<td class=""span4""><strong class=""marginit-right"">401-K Kraft Foods Stock</strong><div class=""muted""></div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$15,001 - $50,000</td>","<td>Dividends, </td>","<td>$1,001 - $2,500</td>"
ROY,BLUNT,2013,<td>14</td>,"<td class=""span4""><strong class=""marginit-right"">401-K PMI Stock</strong><div class=""muted""></div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$100,001 - $250,000</td>","<td>Dividends, </td>","<td>$2,501 - $5,000</td>"
ROY,BLUNT,2013,<td>15</td>,"<td class=""span4""><strong class=""marginit-right"">401-K Interest Income Fund</strong><div class=""muted""><em>Filer comment:  </em>Mutual Fund</div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$50,001 - $100,000</td>","<td>Excepted Investment Fund, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2013,<td>16</td>,"<td class=""span4""><strong class=""marginit-right"">401-K International Fund</strong><div class=""muted""><em>Filer comment:  </em>Mutual Fund</div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$100,001 - $250,000</td>","<td>Excepted Investment Fund, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2013,<td>17</td>,"<td class=""span4""><strong class=""marginit-right"">U.S. Government Obligations Fund</strong><div class=""muted""><em>Filer comment:  </em>Mutual Fund</div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$50,001 - $100,000</td>","<td>Excepted Investment Fund, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2013,<td>18</td>,"<td class=""span4""><strong class=""marginit-right"">401-K Mondelez Int. Inc. </strong><div class=""muted""></div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$15,001 - $50,000</td>","<td>Dividends, </td>","<td>$1,001 - $2,500</td>"
ROY,BLUNT,2013,<td>19</td>,"<td class=""span4""><strong class=""marginit-right"">401-K US Mid-Cap Equity Index Fund</strong><div class=""muted""><em>Filer comment:  </em>Mutual Fund</div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$50,001 - $100,000</td>","<td>Excepted Investment Fund, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2013,<td>20</td>,"<td class=""span4""><strong class=""marginit-right"">401-K US Large Cap Equity Index Fund</strong><div class=""muted""><em>Filer comment:  </em>Mutual Fund</div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$50,001 - $100,000</td>","<td>Excepted Investment Fund, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2013,<td>21</td>,"<td class=""span4""><strong class=""marginit-right"">Kraft Supplemental Thrift Plan (non self-directed)</strong><div class=""muted""><em>Filer comment:  </em>Mutual Fund</div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$15,001 - $50,000</td>","<td>Excepted Investment Fund, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2013,<td>22</td>,"<td class=""span4""><strong class=""marginit-right"">Churchill Coffee LTD, Springfield, MO (Wholesale coffee business)</strong><div class=""muted""></div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Self</td>,"<td>$15,001 - $50,000</td>","<td>None, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2013,<td>23</td>,"<td class=""span4""><strong class=""marginit-right"">11 Undeveloped Acres in Strafford, MO</strong><div class=""muted""><em>Description:</em> 11 Undeveloped Acres (Straffor, MO) </div></td>",<td>Farm</td>,<td>Self</td>,"<td>$50,001 - $100,000</td>","<td>None, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2013,<td>24</td>,"<td class=""span4""><strong class=""marginit-right"">Abigail P. Blunt Revocable Trust Lot 32, Sq1436 Washington, DC 20016</strong><div class=""muted""></div></td>","<td>Trust<div class=""muted"">General Trust</div></td>",<td>Spouse</td>,"<td>$1,000,001 - $5,000,000</td>","<td>None, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2014,<td>1</td>,"<td class=""span4""><strong class=""marginit-right"">Lockheed Martin</strong><div class=""muted""></div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$50,001 - $100,000</td>","<td>Dividends, </td>","<td>$1,001 - $2,500</td>"
ROY,BLUNT,2014,<td>2</td>,"<td class=""span4""><strong class=""marginit-right"">Hartford Capitol Appreciated</strong><div class=""muted""><em>Filer comment:  </em>Mutual Fund</div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Self</td>,"<td>$1,001 - $15,000</td>","<td>Excepted Investment Fund, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2014,<td>3</td>,"<td class=""span4""><strong class=""marginit-right"">Cisco Systems</strong><div class=""muted""></div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$1,001 - $15,000</td>","<td>Dividends, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2014,<td>4</td>,"<td class=""span4""><strong class=""marginit-right"">Child 1 529</strong><div class=""muted""><em>Institution:</em> State of Missouri</div><div class=""addUnderlyingAssets noWrap""></div><div class=""muted""></div></td>","<td>Education Savings Plans<div class=""muted"">529 College Savings Plan</div></td>",<td>Child</td>,<td></td>,"<td>Excepted Investment Fund, </td>",<td></td>
ROY,BLUNT,2014,<td>4.1</td>,"<td class=""span4""><strong class=""marginit-right"">Most Aggressive Fund</strong><div class=""muted""></div></td>","<td>Mutual Funds<div class=""muted"">Mutual Fund</div></td>",<td>Child</td>,"<td>$15,001 - $50,000</td>","<td>Excepted Investment Fund, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2014,<td>5</td>,"<td class=""span4""><strong class=""marginit-right"">MO 529 Account Vanguard Growth Fund</strong><div class=""muted""><em>Institution:</em> State of Missouri</div><div class=""muted""></div></td>","<td>Education Savings Plans<div class=""muted"">529 College Savings Plan</div></td>",<td>Child</td>,"<td>$1,001 - $15,000</td>","<td>Excepted Investment Fund, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2014,<td>6</td>,"<td class=""span4""><strong class=""marginit-right"">Altria Group</strong><div class=""muted""></div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$1,001 - $15,000</td>","<td>Dividends, </td>","<td>$201 - $1,000</td>"
ROY,BLUNT,2014,<td>7</td>,"<td class=""span4""><strong class=""marginit-right"">Kraft Foods</strong><div class=""muted""></div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$50,001 - $100,000</td>","<td>Dividends, Capital Gains, </td>","<td>$2,501 - $5,000</td>"
ROY,BLUNT,2014,<td>8</td>,"<td class=""span4""><strong class=""marginit-right"">PMI</strong><div class=""muted""></div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$50,001 - $100,000</td>","<td>Dividends, </td>","<td>$5,001 - $15,000</td>"
ROY,BLUNT,2014,<td>9</td>,"<td class=""span4""><strong class=""marginit-right"">Mondelez Int Inc</strong><div class=""muted""></div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$50,001 - $100,000</td>","<td>Dividends, </td>","<td>$1,001 - $2,500</td>"
ROY,BLUNT,2014,<td>10</td>,"<td class=""span4""><strong class=""marginit-right"">Mondelez Int Inc Vested Option</strong><div class=""muted""></div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$50,001 - $100,000</td>","<td>None, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2014,<td>11</td>,"<td class=""span4""><strong class=""marginit-right"">401-K Altria Group Stock</strong><div class=""muted""></div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$100,001 - $250,000</td>","<td>Dividends, </td>","<td>$2,501 - $5,000</td>"
ROY,BLUNT,2014,<td>12</td>,"<td class=""span4""><strong class=""marginit-right"">401-K Kraft Foods Stock</strong><div class=""muted""></div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$50,001 - $100,000</td>","<td>Dividends, </td>","<td>$1,001 - $2,500</td>"
ROY,BLUNT,2014,<td>13</td>,"<td class=""span4""><strong class=""marginit-right"">401-K PMI Stock</strong><div class=""muted""></div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$100,001 - $250,000</td>","<td>Dividends, </td>","<td>$2,501 - $5,000</td>"
ROY,BLUNT,2014,<td>14</td>,"<td class=""span4""><strong class=""marginit-right"">401-K Interest Income Fund</strong><div class=""muted""><em>Filer comment:  </em>Mutual Fund</div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$50,001 - $100,000</td>","<td>Excepted Investment Fund, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2014,<td>15</td>,"<td class=""span4""><strong class=""marginit-right"">401-K International Fund</strong><div class=""muted""><em>Filer comment:  </em>Mutual Fund</div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$100,001 - $250,000</td>","<td>Excepted Investment Fund, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2014,<td>16</td>,"<td class=""span4""><strong class=""marginit-right"">U.S. Government Obligations Fund</strong><div class=""muted""><em>Filer comment:  </em>Mutual Fund</div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$50,001 - $100,000</td>","<td>Excepted Investment Fund, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2014,<td>17</td>,"<td class=""span4""><strong class=""marginit-right"">401-K Mondelez Int. Inc. </strong><div class=""muted""></div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$15,001 - $50,000</td>","<td>Dividends, </td>","<td>$1,001 - $2,500</td>"
ROY,BLUNT,2014,<td>18</td>,"<td class=""span4""><strong class=""marginit-right"">401-K US Mid-Cap Equity Index Fund</strong><div class=""muted""><em>Filer comment:  </em>Mutual Fund</div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$100,001 - $250,000</td>","<td>Excepted Investment Fund, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2014,<td>19</td>,"<td class=""span4""><strong class=""marginit-right"">401-K US Large Cap Equity Index Fund</strong><div class=""muted""><em>Filer comment:  </em>Mutual Fund</div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$100,001 - $250,000</td>","<td>Excepted Investment Fund, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2014,<td>20</td>,"<td class=""span4""><strong class=""marginit-right"">Kraft Supplemental Thrift Plan (non self-directed)</strong><div class=""muted""><em>Filer comment:  </em>Mutual Fund</div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$15,001 - $50,000</td>","<td>Excepted Investment Fund, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2014,<td>21</td>,"<td class=""span4""><strong class=""marginit-right"">Churchill Coffee LTD, Springfield, MO (Wholesale coffee business)</strong><div class=""muted""></div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Self</td>,"<td>$15,001 - $50,000</td>","<td>None, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2014,<td>22</td>,"<td class=""span4""><strong class=""marginit-right"">11 Undeveloped Acres in Strafford, MO</strong><div class=""muted""><em>Description:</em> 11 Undeveloped Acres (Straffor, MO) </div></td>",<td>Farm</td>,<td>Self</td>,"<td>$50,001 - $100,000</td>","<td>None, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2014,<td>23</td>,"<td class=""span4""><strong class=""marginit-right"">Abigail P. Blunt Revocable Trust Lot 32, Sq1436 Washington, DC 20016</strong><div class=""muted""></div></td>","<td>Trust<div class=""muted"">General Trust</div></td>",<td>Spouse</td>,"<td>$1,000,001 - $5,000,000</td>","<td>None, </td>",<td>None (or less than $201)</td>
CORY,BOOKER,2018,<td>1</td>,"<td class=""span4""><strong>Bank of America</strong><div class=""muted noWrap"">(Charlotte, NC)</div><div class=""muted""><div class=""muted""><em>Type: </em>Checking, </div></div></td>",<td>Bank Deposit</td>,<td>Self</td>,"<td>$15,001 - $50,000</td>","<td>None, </td>",<td>None (or less than $201)</td>
CORY,BOOKER,2018,<td>2</td>,"<td class=""span4""><strong class=""marginit-right"">New Jersey Public Employee Retirement System Pension</strong><div class=""muted""></div></td>","<td>Retirement Plans<div class=""muted"">Defined Benefit Pension Plan</div></td>",<td>Self</td>,"<td>$50,001 - $100,000</td>","<td>Excepted Investment Fund, </td>",<td>None (or less than $201)</td>
CORY,BOOKER,2018,<td>3</td>,"<td class=""span4""><strong>Bank of America</strong><div class=""muted noWrap"">(Charlotte, NC)</div><div class=""muted""><div class=""muted""><em>Type: </em>Savings, </div></div></td>",<td>Bank Deposit</td>,<td>Self</td>,"<td>$50,001 - $100,000</td>","<td>None, </td>",<td>None (or less than $201)</td>
CORY,BOOKER,2018,<td>4</td>,"<td class=""span4""><strong class=""marginit-right"">Fidelity Brokerage Account</strong><div class=""addUnderlyingAssets noWrap""></div><div class=""muted""></div></td>",<td>Brokerage/Managed Account</td>,<td>Self</td>,<td></td>,<td></td>,<td></td>
CORY,BOOKER,2018,<td>4.1</td>,"<td class=""span4""><strong>Fidelity Money Market (SPAXX)</strong><div class=""muted noWrap"">(New York, NY)</div><div class=""muted""><div class=""muted""><em>Type: </em>Money Market Account, </div></div></td>",<td>Bank Deposit</td>,<td>Self</td>,"<td>$250,001 - $500,000</td>","<td>Dividends, </td>","<td>$5,001 - $15,000</td>"
CORY,BOOKER,2018,<td>5</td>,"<td class=""span4""><strong class=""marginit-right"">Fidelity SEP IRA</strong><div class=""addUnderlyingAssets noWrap""></div><div class=""muted""></div></td>","<td>Retirement Plans<div class=""muted"">IRA</div></td>",<td>Self</td>,<td></td>,<td></td>,<td></td>
CORY,BOOKER,2018,<td>5.1</td>,"<td class=""span4""><strong>Fidelity - FDIC Insured Deposit At Citibank IRA</strong><div class=""muted noWrap"">(New York, NY)</div><div class=""muted""><div class=""muted""><em>Type: </em>IRA Cash Accounts, </div></div></td>",<td>Bank Deposit</td>,<td>Self</td>,"<td>$50,001 - $100,000</td>","<td>None, </td>",<td>None (or less than $201)</td>
CORY,BOOKER,2018,<td>6</td>,"<td class=""span4""><strong class=""marginit-right"">Fidelity Traditional IRA</strong><div class=""addUnderlyingAssets noWrap""></div><div class=""muted""></div></td>","<td>Retirement Plans<div class=""muted"">IRA</div></td>",<td>Self</td>,<td></td>,<td></td>,<td></td>
CORY,BOOKER,2018,<td>6.1</td>,"<td class=""span4""><strong>Fidelity - FDIC Insured Deposit At Citibank IRA</strong><div class=""muted noWrap"">(New York, NY)</div><div class=""muted""><div class=""muted""><em>Type: </em>IRA Cash Accounts, </div></div></td>",<td>Bank Deposit</td>,<td>Self</td>,"<td>$100,001 - $250,000</td>","<td>None, </td>",<td>None (or less than $201)</td>
CORY,BOOKER,2019,<td>1</td>,"<td class=""span4""><strong>Bank of America</strong><div class=""muted noWrap"">(Charlotte, NC)</div><div class=""muted""><div class=""muted""><em>Type: </em>Checking, </div></div></td>",<td>Bank Deposit</td>,<td>Self</td>,"<td>$15,001 - $50,000</td>","<td>None, </td>",<td>None (or less than $201)</td>
CORY,BOOKER,2019,<td>2</td>,"<td class=""span4""><strong class=""marginit-right"">New Jersey Public Employee Retirement System Pension</strong><div class=""muted""></div></td>","<td>Retirement Plans<div class=""muted"">Defined Benefit Pension Plan</div></td>",<td>Self</td>,"<td>$50,001 - $100,000</td>","<td>Excepted Investment Fund, </td>",<td>None (or less than $201)</td>
CORY,BOOKER,2019,<td>3</td>,"<td class=""span4""><strong>Bank of America</strong><div class=""muted noWrap"">(Charlotte, NC)</div><div class=""muted""><div class=""muted""><em>Type: </em>Savings, </div></div></td>",<td>Bank Deposit</td>,<td>Self</td>,"<td>$50,001 - $100,000</td>","<td>None, </td>",<td>None (or less than $201)</td>
CORY,BOOKER,2019,<td>4</td>,"<td class=""span4""><strong class=""marginit-right"">Fidelity Brokerage Account</strong><div class=""addUnderlyingAssets noWrap""></div><div class=""muted""></div></td>",<td>Brokerage/Managed Account</td>,<td>Self</td>,<td></td>,<td></td>,<td></td>
